record_id,timestamp,building_id,building_type,building_area_m2,occupancy_level,temperature_c,humidity_percent,weather_condition,energy_source,energy_consumed_kwh,energy_generated_kwh,energy_cost_naira,optimization_score_percent
417,2025-05-20 05:00:00,B-7912,Industrial,1593.73,Low,31.2,76.4,Windy,Grid,80.59,0.0,6369.88,65.02
418,2025-01-17 00:00:00,B-3728,Industrial,133.89,Medium,31.1,78.4,Sunny,Mixed,22.43,26.56,912.95,71.73
419,2025-03-15 11:00:00,B-6719,Commercial,3877.05,Medium,26.8,50.9,Cloudy,Solar,58.9,0.14,3062.33,85.86
420,2025-01-07 01:00:00,B-6445,Commercial,4872.26,High,32.4,31.4,Cloudy,Mixed,135.29,78.32,9634.68,78.32
421,2025-01-22 20:00:00,B-1203,Educational,2020.13,Medium,23.1,33.9,Rainy,Generator,38.09,0.0,1899.33,79.36
422,2025-02-14 22:00:00,B-5874,Industrial,3749.85,Medium,26.1,33.5,Windy,Solar,143.88,94.27,10274.12,99.65
423,2025-03-31 12:00:00,B-6806,Educational,2745.19,High,34.4,34.5,Windy,Solar,58.02,22.54,2775.29,65.63
424,2025-04-11 20:00:00,B-4943,Residential,3130.95,High,31.3,64.7,Cloudy,Mixed,26.31,81.11,1721.68,75.53
425,2025-06-17 01:00:00,B-3453,Educational,3386.94,Medium,22.4,50.7,Rainy,Mixed,138.04,29.05,8116.69,95.61
426,2025-04-04 08:00:00,B-3270,Residential,3553.22,High,19.1,38.8,Sunny,Solar,6.14,63.09,355.55,65.37
427,2025-05-02 03:00:00,B-5336,Educational,4791.77,High,27.0,44.5,Rainy,Solar,77.59,67.96,3340.22,70.99
428,2025-01-18 20:00:00,B-2493,Commercial,4044.48,Low,25.8,62.8,Cloudy,Grid,67.76,0.0,2829.39,66.63
429,2025-05-13 00:00:00,B-8019,Industrial,2255.43,High,21.6,33.0,Rainy,Mixed,127.33,98.12,9132.84,94.15
430,2025-06-19 22:00:00,B-8396,Residential,1247.79,Low,34.3,41.8,Rainy,Mixed,142.96,99.48,9788.32,99.25
431,2025-06-23 14:00:00,B-4030,Industrial,2869.22,Low,22.4,56.2,Windy,Solar,91.07,7.31,5909.87,99.25
432,2025-03-09 10:00:00,B-2157,Residential,991.03,Medium,31.5,84.5,Cloudy,Solar,141.84,96.01,8632.15,99.09
433,2025-03-31 05:00:00,B-6552,Educational,3798.69,Low,20.7,58.6,Sunny,Mixed,109.16,24.73,7163.58,86.66
434,2025-04-11 11:00:00,B-1946,Industrial,855.36,Low,27.6,76.3,Cloudy,Solar,77.34,1.21,3121.56,74.28
435,2025-06-25 11:00:00,B-9655,Commercial,4634.66,High,21.9,68.1,Cloudy,Mixed,37.2,32.17,2749.89,89.15
436,2025-05-26 09:00:00,B-3338,Industrial,522.23,Low,25.3,31.8,Rainy,Mixed,74.73,66.24,3343.43,71.56
437,2025-01-16 18:00:00,B-1910,Industrial,2019.29,Medium,33.6,89.6,Cloudy,Generator,11.51,0.0,810.77,74.87
438,2025-06-24 17:00:00,B-2546,Commercial,1992.67,Medium,30.8,85.1,Rainy,Solar,142.88,57.71,7756.22,91.5
439,2025-04-30 06:00:00,B-1057,Industrial,1292.46,Medium,27.6,51.5,Windy,Mixed,100.21,24.04,4776.38,96.73
440,2025-03-23 23:00:00,B-1669,Commercial,553.93,High,26.6,43.3,Windy,Solar,10.64,3.6,500.17,94.67
441,2025-03-26 01:00:00,B-8807,Industrial,1448.27,Low,34.2,64.9,Cloudy,Solar,68.31,58.01,4144.23,90.35
442,2025-05-03 04:00:00,B-4678,Educational,1448.36,Medium,24.0,83.6,Cloudy,Mixed,142.24,89.26,8076.09,91.21
443,2025-04-27 18:00:00,B-1628,Commercial,2407.86,Medium,26.5,42.3,Sunny,Solar,90.71,18.61,4831.45,94.2
444,2025-04-04 11:00:00,B-4219,Residential,1075.03,High,19.2,34.1,Windy,Mixed,141.41,50.69,7972.2,92.44
445,2025-06-11 04:00:00,B-6427,Commercial,4187.34,Medium,23.6,71.6,Cloudy,Solar,116.81,65.47,5380.71,95.04
446,2025-02-04 09:00:00,B-8457,Industrial,2718.52,Low,22.8,55.5,Cloudy,Generator,10.45,0.0,471.45,90.62
447,2025-06-04 17:00:00,B-6131,Commercial,50.06,Low,25.1,61.4,Rainy,Generator,12.92,0.0,1019.69,69.05
448,2025-06-03 19:00:00,B-3082,Residential,1555.78,Low,23.2,43.8,Cloudy,Grid,5.21,0.0,360.4,98.67
449,2025-04-16 06:00:00,B-2573,Commercial,1160.25,High,29.3,74.5,Sunny,Solar,128.02,42.26,6672.05,73.01
450,2025-06-21 14:00:00,B-6309,Residential,3577.48,Medium,31.9,40.9,Rainy,Mixed,58.79,90.19,4248.62,99.39
451,2025-05-03 07:00:00,B-7410,Commercial,3783.53,High,24.7,65.4,Windy,Mixed,100.85,7.85,6230.5,88.37
452,2025-04-01 15:00:00,B-1361,Commercial,878.24,Low,31.3,65.0,Windy,Grid,143.07,0.0,5965.57,70.61
453,2025-02-07 21:00:00,B-5526,Commercial,3027.69,Medium,23.0,72.9,Cloudy,Mixed,115.06,10.25,6967.36,80.36
454,2025-06-23 23:00:00,B-4634,Educational,1877.94,Medium,33.9,79.7,Cloudy,Mixed,106.1,71.43,6203.52,96.84
455,2025-03-02 17:00:00,B-5432,Educational,3488.25,Low,30.4,81.7,Windy,Solar,44.74,80.71,2139.0,73.81
456,2025-05-26 23:00:00,B-9282,Industrial,1711.27,Low,34.6,81.4,Cloudy,Grid,106.67,0.0,7369.01,82.48
457,2025-05-05 18:00:00,B-5495,Educational,4738.1,Medium,26.4,52.8,Cloudy,Grid,28.64,0.0,2046.28,89.38
458,2025-01-29 17:00:00,B-5524,Commercial,1952.56,Low,18.4,80.3,Cloudy,Solar,6.66,70.37,524.88,77.51
459,2025-01-15 04:00:00,B-4095,Industrial,1213.12,High,30.0,79.0,Rainy,Generator,84.23,0.0,6627.34,62.07
460,2025-06-10 15:00:00,B-9102,Commercial,2548.74,Medium,30.2,81.8,Windy,Grid,30.99,0.0,2231.28,82.11
461,2025-02-25 22:00:00,B-1914,Commercial,2012.94,Low,20.2,81.9,Rainy,Grid,27.8,0.0,1456.48,71.6
462,2025-05-08 13:00:00,B-1367,Commercial,4363.5,High,29.4,77.8,Sunny,Generator,41.32,0.0,2685.59,82.87
463,2025-04-26 04:00:00,B-6715,Commercial,4172.51,Medium,33.4,30.7,Windy,Mixed,102.73,5.18,6364.57,71.51
464,2025-05-22 16:00:00,B-3918,Residential,1568.54,High,24.0,67.3,Sunny,Solar,53.44,73.27,3002.32,62.73
465,2025-02-24 21:00:00,B-9138,Industrial,3929.61,Low,22.9,56.0,Rainy,Generator,104.39,0.0,5563.8,62.26
466,2025-06-28 10:00:00,B-8444,Commercial,1900.91,High,34.1,68.5,Rainy,Solar,102.36,63.23,4909.15,76.73
467,2025-06-18 23:00:00,B-2279,Industrial,3767.15,Medium,19.7,46.7,Rainy,Generator,45.07,0.0,2581.64,99.21
468,2025-03-13 03:00:00,B-9477,Industrial,384.14,Medium,26.8,40.8,Windy,Generator,145.75,0.0,6490.56,76.14
469,2025-03-21 01:00:00,B-2032,Residential,3702.53,Medium,30.0,55.4,Rainy,Generator,55.25,0.0,3088.72,70.57
470,2025-03-25 15:00:00,B-8965,Educational,1066.4,High,26.2,46.1,Rainy,Grid,46.68,0.0,3093.49,98.74
471,2025-01-31 14:00:00,B-6043,Industrial,3038.0,Low,19.3,34.5,Sunny,Solar,142.96,29.73,6244.88,83.96
472,2025-01-11 07:00:00,B-3968,Residential,3137.06,High,29.0,46.0,Cloudy,Generator,7.19,0.0,565.14,70.04
473,2025-06-13 15:00:00,B-3188,Industrial,3396.33,Medium,30.0,66.6,Rainy,Grid,50.37,0.0,2561.0,83.91
474,2025-01-31 03:00:00,B-8452,Industrial,4337.17,Low,34.1,36.4,Cloudy,Generator,27.45,0.0,2135.32,89.46
475,2025-01-21 01:00:00,B-7472,Industrial,4420.82,Medium,21.4,65.3,Cloudy,Mixed,106.67,68.01,6008.3,60.62
476,2025-01-09 11:00:00,B-4813,Residential,2935.48,Medium,22.3,57.0,Rainy,Solar,143.85,39.9,10586.22,67.54
477,2025-01-20 20:00:00,B-5399,Industrial,3378.68,High,34.6,36.1,Rainy,Generator,6.21,0.0,356.1,63.71
478,2025-04-18 19:00:00,B-6724,Residential,3754.5,High,33.5,56.0,Rainy,Grid,42.51,0.0,2439.06,88.94
479,2025-03-08 12:00:00,B-3195,Residential,94.82,Medium,28.0,66.8,Rainy,Solar,97.46,24.2,6682.06,63.66
480,2025-05-24 23:00:00,B-9879,Industrial,1036.39,Low,32.9,74.3,Windy,Mixed,6.99,24.84,339.55,70.83
481,2025-01-02 16:00:00,B-3786,Educational,1275.42,High,19.1,57.5,Sunny,Grid,111.25,0.0,7149.96,86.91
482,2025-06-23 05:00:00,B-8458,Commercial,451.69,Medium,34.2,80.3,Windy,Mixed,121.74,82.3,9411.53,81.77
483,2025-06-01 11:00:00,B-8420,Residential,1041.4,Medium,28.5,74.6,Windy,Solar,112.0,52.14,4786.7,74.84
484,2025-04-24 17:00:00,B-7354,Residential,4607.79,High,27.9,62.3,Windy,Grid,43.98,0.0,2407.38,95.81
485,2025-02-19 05:00:00,B-2205,Industrial,3348.99,High,31.4,57.3,Sunny,Grid,96.39,0.0,4813.27,88.22
486,2025-05-03 13:00:00,B-9567,Commercial,2166.63,High,25.5,69.0,Windy,Grid,140.76,0.0,5990.78,92.99
487,2025-02-09 20:00:00,B-5565,Educational,1497.3,Medium,25.5,31.3,Cloudy,Mixed,48.65,50.26,2055.32,79.64
488,2025-04-16 05:00:00,B-8947,Residential,4639.2,High,19.8,75.9,Rainy,Grid,64.4,0.0,4263.73,70.41
489,2025-03-28 19:00:00,B-3997,Commercial,839.49,Medium,20.7,34.2,Windy,Generator,31.92,0.0,2124.88,95.27
490,2025-02-19 18:00:00,B-3494,Commercial,4079.92,Medium,29.6,36.6,Rainy,Generator,46.93,0.0,2458.77,70.0
491,2025-02-08 11:00:00,B-2816,Educational,2599.28,Medium,27.1,51.4,Sunny,Grid,56.3,0.0,4117.91,91.57
492,2025-02-04 19:00:00,B-6634,Industrial,1573.59,High,33.5,87.2,Cloudy,Mixed,52.38,35.44,3154.6,97.64
493,2025-03-29 06:00:00,B-5169,Industrial,4387.78,High,19.7,53.6,Rainy,Grid,85.24,0.0,5125.08,67.75
494,2025-01-15 23:00:00,B-3691,Residential,4301.14,High,29.5,80.3,Cloudy,Solar,129.52,74.84,7456.26,84.42
495,2025-01-24 06:00:00,B-6548,Industrial,843.81,High,29.5,40.8,Sunny,Solar,105.62,22.96,4721.43,66.61
496,2025-03-17 22:00:00,B-8129,Educational,59.86,High,30.2,73.9,Windy,Grid,79.67,0.0,3701.03,63.34
497,2025-02-16 16:00:00,B-4358,Residential,144.69,High,20.8,83.5,Sunny,Solar,40.02,35.43,1769.44,68.89
498,2025-05-06 19:00:00,B-6493,Residential,2620.16,Medium,28.3,44.7,Rainy,Solar,13.37,39.1,660.05,68.78
499,2025-06-17 17:00:00,B-2796,Industrial,4801.32,Medium,28.5,63.4,Rainy,Generator,65.29,0.0,3731.83,81.64
500,2025-01-28 14:00:00,B-1532,Educational,3497.33,High,29.9,40.3,Rainy,Solar,77.52,41.2,5800.13,85.26
501,2025-02-28 02:00:00,B-4071,Industrial,2685.9,Medium,20.0,66.3,Rainy,Generator,21.99,0.0,1176.21,65.71
502,2025-02-27 17:00:00,B-5658,Commercial,3475.76,High,21.5,53.5,Windy,Generator,134.87,0.0,6497.05,80.31
503,2025-05-09 17:00:00,B-6575,Educational,2125.39,Low,18.3,77.6,Rainy,Generator,15.01,0.0,885.14,82.43
504,2025-03-01 07:00:00,B-2861,Educational,3160.71,Medium,29.7,45.2,Cloudy,Mixed,6.45,72.34,396.2,93.44
505,2025-05-03 09:00:00,B-1121,Educational,4115.87,Low,32.3,59.1,Cloudy,Generator,53.38,0.0,3825.34,78.05
506,2025-01-17 15:00:00,B-4895,Educational,958.04,Medium,32.5,83.0,Rainy,Mixed,72.61,7.57,4030.8,92.14
507,2025-01-27 05:00:00,B-9965,Industrial,4513.78,High,21.5,34.0,Windy,Grid,132.22,0.0,7348.28,81.67
508,2025-01-06 06:00:00,B-6567,Industrial,4841.93,Medium,19.1,68.9,Sunny,Solar,15.75,37.55,1136.4,77.34
509,2025-05-22 17:00:00,B-4396,Commercial,4986.05,Low,27.5,49.3,Rainy,Solar,36.92,35.05,2026.96,62.75
510,2025-03-06 10:00:00,B-4281,Residential,1879.39,Low,25.9,73.4,Windy,Mixed,100.23,70.88,4042.73,68.71
511,2025-03-18 17:00:00,B-3832,Educational,3325.34,Low,26.2,30.3,Windy,Generator,121.65,0.0,8626.49,81.94
512,2025-01-22 05:00:00,B-4871,Industrial,378.99,High,31.0,65.0,Windy,Grid,118.38,0.0,8294.87,92.12
513,2025-04-09 01:00:00,B-7201,Educational,2614.14,Low,20.4,70.3,Windy,Mixed,94.97,74.23,4444.14,67.8
514,2025-02-25 00:00:00,B-8014,Educational,4457.53,High,30.7,84.5,Rainy,Mixed,115.01,59.72,7609.67,95.57
515,2025-03-31 11:00:00,B-3230,Commercial,2915.09,Low,28.8,39.4,Cloudy,Generator,73.72,0.0,5061.31,70.84
516,2025-06-04 14:00:00,B-5059,Educational,1051.16,Low,23.3,44.5,Windy,Grid,36.16,0.0,2060.9,96.31
517,2025-02-14 23:00:00,B-1736,Commercial,2559.95,Medium,21.2,34.6,Sunny,Solar,105.94,38.28,7720.19,86.38
518,2025-04-29 22:00:00,B-6344,Educational,3991.4,Low,22.6,71.5,Rainy,Generator,43.29,0.0,3357.69,85.45
519,2025-02-26 09:00:00,B-2598,Educational,1656.33,Medium,22.6,41.5,Rainy,Generator,105.72,0.0,5153.7,83.81
520,2025-03-05 13:00:00,B-4209,Commercial,1359.94,Low,29.3,78.9,Windy,Solar,117.81,76.09,5597.02,63.54
521,2025-05-10 22:00:00,B-1313,Commercial,3509.8,High,24.3,55.9,Cloudy,Grid,9.52,0.0,479.65,61.35
522,2025-03-19 23:00:00,B-6718,Industrial,4401.97,High,22.1,63.4,Windy,Grid,10.65,0.0,710.08,72.92
523,2025-01-01 05:00:00,B-4099,Commercial,4494.7,Medium,33.1,49.5,Sunny,Generator,135.64,0.0,10830.35,93.02
524,2025-04-28 21:00:00,B-8868,Residential,4232.11,Low,22.2,64.6,Rainy,Generator,14.75,0.0,646.0,99.96
525,2025-01-19 12:00:00,B-5500,Residential,1666.86,Low,30.7,78.4,Sunny,Grid,129.41,0.0,10340.52,69.66
526,2025-06-29 16:00:00,B-2966,Industrial,249.74,Low,25.0,37.8,Sunny,Mixed,8.25,36.04,588.63,82.65
527,2025-05-05 11:00:00,B-8049,Commercial,1598.25,Medium,29.1,43.9,Windy,Generator,7.09,0.0,500.37,84.95
528,2025-04-10 14:00:00,B-5850,Commercial,3823.4,Medium,18.7,80.2,Sunny,Grid,94.83,0.0,5930.27,84.98
529,2025-05-11 17:00:00,B-2906,Residential,4328.94,Medium,28.0,64.9,Sunny,Mixed,148.65,75.67,8575.88,88.3
530,2025-06-29 17:00:00,B-1283,Educational,1976.69,High,21.9,65.8,Sunny,Mixed,139.59,92.91,7492.66,81.11
531,2025-02-08 13:00:00,B-7946,Industrial,1097.6,Medium,34.9,88.9,Cloudy,Generator,99.18,0.0,7158.47,88.6
532,2025-02-08 07:00:00,B-4135,Industrial,2986.13,Medium,18.9,57.3,Cloudy,Grid,102.84,0.0,6900.69,74.92
533,2025-02-06 11:00:00,B-4324,Industrial,4711.38,Low,20.8,60.0,Sunny,Generator,105.18,0.0,7140.19,85.95
534,2025-03-28 21:00:00,B-2234,Commercial,1412.68,Low,20.7,68.2,Windy,Generator,91.9,0.0,4335.31,88.21
535,2025-01-22 17:00:00,B-7722,Commercial,2303.1,High,29.4,80.2,Cloudy,Grid,29.61,0.0,1207.08,91.16
536,2025-04-28 02:00:00,B-3121,Commercial,3068.0,High,29.9,80.3,Cloudy,Solar,121.41,96.09,7459.12,79.54
537,2025-03-23 14:00:00,B-5070,Industrial,2039.34,High,20.6,64.4,Rainy,Mixed,45.17,92.13,2860.51,83.71
538,2025-06-05 07:00:00,B-4839,Residential,1806.88,High,18.9,31.9,Cloudy,Generator,66.38,0.0,2879.74,84.27
539,2025-06-09 02:00:00,B-6207,Educational,4410.82,Low,33.0,69.5,Cloudy,Solar,35.63,86.3,2688.06,67.87
540,2025-05-19 03:00:00,B-2796,Residential,3700.26,Medium,22.9,78.2,Rainy,Generator,149.6,0.0,6163.68,95.89
541,2025-06-09 16:00:00,B-7933,Educational,3132.02,High,34.5,57.9,Cloudy,Grid,127.87,0.0,5433.93,73.41
542,2025-01-07 15:00:00,B-8700,Educational,381.73,High,34.6,79.0,Windy,Solar,128.62,93.8,5582.64,75.42
543,2025-05-18 14:00:00,B-3571,Industrial,401.62,High,21.6,43.8,Rainy,Generator,73.02,0.0,3705.22,64.04
544,2025-05-04 00:00:00,B-7136,Residential,879.08,Medium,20.5,88.4,Windy,Grid,115.1,0.0,9059.57,77.59
545,2025-03-18 04:00:00,B-7329,Educational,1427.92,High,31.6,49.6,Windy,Generator,48.41,0.0,2386.62,65.19
546,2025-05-10 01:00:00,B-9712,Industrial,1319.49,Medium,24.0,70.4,Rainy,Grid,14.07,0.0,681.27,92.36
547,2025-02-04 02:00:00,B-5423,Commercial,777.26,Low,23.8,81.9,Rainy,Generator,27.46,0.0,1189.28,79.38
548,2025-03-30 17:00:00,B-8410,Educational,1546.98,High,27.6,78.2,Rainy,Generator,24.89,0.0,1573.74,80.22
549,2025-01-28 19:00:00,B-1547,Industrial,763.19,High,28.6,46.4,Windy,Grid,75.74,0.0,3278.85,78.38
550,2025-06-25 03:00:00,B-1928,Educational,1566.99,High,32.0,33.4,Windy,Solar,65.7,45.84,4533.32,82.97
551,2025-05-28 06:00:00,B-1355,Educational,3352.7,High,31.2,81.7,Rainy,Generator,50.51,0.0,3107.42,93.6
552,2025-01-19 00:00:00,B-5535,Residential,4947.78,High,33.1,52.3,Cloudy,Grid,33.3,0.0,1983.87,89.67
553,2025-03-25 16:00:00,B-3536,Residential,2488.22,Low,26.2,80.3,Cloudy,Generator,57.4,0.0,4270.09,76.27
554,2025-03-25 21:00:00,B-1177,Residential,1674.75,Low,25.7,75.7,Rainy,Mixed,23.27,19.64,1816.4,67.02
555,2025-04-03 14:00:00,B-8355,Commercial,2860.25,Medium,27.8,59.4,Sunny,Solar,98.49,22.98,6116.87,74.89
556,2025-05-14 21:00:00,B-4448,Industrial,3325.25,Low,20.4,64.3,Cloudy,Generator,31.86,0.0,1629.5,68.75
557,2025-02-13 22:00:00,B-4314,Educational,955.05,High,32.0,47.1,Windy,Solar,139.43,96.99,8763.23,65.72
558,2025-03-14 13:00:00,B-3816,Educational,1904.01,Medium,31.6,52.0,Windy,Mixed,17.62,55.68,1300.44,91.84
559,2025-04-15 22:00:00,B-7159,Industrial,916.86,Medium,29.4,43.2,Rainy,Grid,36.64,0.0,2746.64,69.99
560,2025-01-01 08:00:00,B-8857,Industrial,1353.07,High,18.0,82.2,Cloudy,Mixed,119.93,62.73,8396.37,66.08
561,2025-01-19 10:00:00,B-5699,Industrial,2318.7,Low,24.0,35.6,Rainy,Grid,75.49,0.0,5799.87,61.6
562,2025-05-04 14:00:00,B-5691,Industrial,1492.73,High,21.5,44.3,Cloudy,Mixed,136.72,46.81,8018.9,90.42
563,2025-03-05 14:00:00,B-8870,Commercial,814.74,Medium,26.3,55.8,Sunny,Generator,91.55,0.0,7322.38,90.78
564,2025-01-30 08:00:00,B-7501,Industrial,2019.44,Low,32.1,40.2,Sunny,Mixed,9.42,20.44,505.07,80.42
565,2025-01-28 08:00:00,B-7553,Educational,3094.89,Medium,33.5,60.6,Windy,Grid,77.68,0.0,3263.32,61.4
566,2025-01-26 18:00:00,B-3305,Commercial,2778.24,Medium,25.4,80.4,Windy,Grid,28.3,0.0,1160.27,77.96
567,2025-02-10 00:00:00,B-3846,Educational,1225.52,High,18.8,73.5,Rainy,Generator,21.18,0.0,1362.57,71.24
568,2025-02-28 02:00:00,B-5946,Residential,908.81,Low,24.5,78.1,Rainy,Mixed,61.85,75.08,2784.45,90.91
569,2025-04-13 15:00:00,B-7319,Commercial,1222.82,High,29.5,63.9,Windy,Solar,139.73,38.73,5959.01,60.77
570,2025-06-07 23:00:00,B-5861,Residential,4142.95,Low,26.9,76.5,Cloudy,Solar,38.99,34.51,1606.55,98.46
571,2025-04-12 12:00:00,B-4798,Commercial,3355.95,Medium,33.9,45.9,Rainy,Mixed,93.66,67.85,4936.07,93.92
572,2025-05-28 15:00:00,B-7644,Residential,4738.45,High,33.0,74.3,Windy,Mixed,45.23,28.16,3552.11,60.41
573,2025-01-18 09:00:00,B-8842,Industrial,3594.45,High,30.0,67.4,Windy,Generator,148.57,0.0,7796.24,73.6
574,2025-04-07 13:00:00,B-6365,Industrial,440.75,Medium,25.5,45.7,Cloudy,Solar,54.79,83.46,4241.81,67.43
575,2025-04-27 21:00:00,B-7096,Residential,1893.92,High,33.8,33.7,Sunny,Solar,18.39,16.28,1173.44,66.02
576,2025-06-24 06:00:00,B-6197,Educational,4841.98,Low,25.6,60.1,Cloudy,Solar,40.77,47.1,2710.25,90.05
577,2025-03-26 10:00:00,B-1402,Industrial,3781.65,Medium,27.8,84.3,Sunny,Solar,123.52,75.7,5215.54,60.28
578,2025-02-18 14:00:00,B-4240,Commercial,1101.61,Medium,29.3,54.7,Rainy,Mixed,63.35,88.46,4803.36,96.37
579,2025-06-29 01:00:00,B-6029,Commercial,1603.7,High,29.7,46.3,Windy,Generator,32.64,0.0,1546.66,73.68
580,2025-04-10 05:00:00,B-9901,Educational,2178.29,Medium,32.1,37.2,Cloudy,Mixed,111.56,53.15,5747.33,79.71
581,2025-02-07 01:00:00,B-5236,Commercial,1534.71,Medium,28.1,56.0,Cloudy,Solar,28.84,11.66,1784.27,96.1
582,2025-01-10 05:00:00,B-2079,Residential,1752.59,Low,30.5,69.5,Cloudy,Solar,140.08,82.1,8778.0,86.28
583,2025-06-16 05:00:00,B-6049,Educational,4497.01,Low,24.8,49.6,Rainy,Solar,6.57,82.66,473.3,64.18
584,2025-05-07 15:00:00,B-7440,Commercial,2905.44,Low,25.9,37.1,Sunny,Mixed,147.18,21.47,6283.02,83.79
585,2025-06-06 04:00:00,B-5983,Educational,3707.39,Medium,18.6,69.5,Rainy,Solar,82.18,10.33,3854.32,82.72
586,2025-02-15 22:00:00,B-5906,Residential,1516.97,Medium,34.0,79.1,Cloudy,Generator,147.62,0.0,7438.1,98.79
587,2025-03-24 07:00:00,B-6582,Industrial,2184.61,High,23.9,33.0,Windy,Solar,12.65,69.2,737.71,69.06
588,2025-06-04 10:00:00,B-5308,Educational,3089.15,Low,22.3,64.7,Cloudy,Generator,57.09,0.0,4164.26,92.83
589,2025-03-31 01:00:00,B-8073,Industrial,2412.88,Low,24.0,51.8,Rainy,Generator,121.83,0.0,6472.48,68.36
590,2025-01-28 17:00:00,B-3552,Commercial,469.21,Medium,25.9,58.9,Rainy,Mixed,126.93,22.12,7011.57,92.34
591,2025-06-25 09:00:00,B-8499,Residential,4126.94,Low,24.5,57.5,Sunny,Mixed,48.98,93.26,2191.65,97.35
592,2025-05-12 18:00:00,B-7323,Educational,3435.14,Low,27.0,32.0,Cloudy,Mixed,73.96,40.77,3435.35,86.26
593,2025-05-27 09:00:00,B-9612,Educational,4857.2,Medium,27.6,72.9,Windy,Grid,14.93,0.0,846.63,64.65
594,2025-02-27 23:00:00,B-6012,Educational,3083.34,Medium,34.0,69.7,Cloudy,Grid,16.14,0.0,874.57,82.03
595,2025-06-14 23:00:00,B-4027,Residential,2045.88,Low,32.2,78.9,Sunny,Mixed,93.72,37.35,4706.0,64.23
596,2025-04-24 17:00:00,B-6740,Commercial,1806.74,Medium,25.0,70.5,Rainy,Generator,100.43,0.0,4298.84,75.81
597,2025-04-07 03:00:00,B-4656,Residential,949.81,Low,20.7,79.6,Windy,Solar,11.08,41.92,517.75,95.17
598,2025-01-20 19:00:00,B-6775,Industrial,2807.35,Medium,21.9,60.1,Rainy,Generator,111.07,0.0,8699.53,68.82
599,2025-04-28 03:00:00,B-1665,Educational,4436.6,Medium,33.9,85.0,Sunny,Mixed,97.14,62.98,5452.32,90.1
600,2025-02-08 02:00:00,B-9887,Educational,2679.91,Low,29.5,55.7,Rainy,Solar,111.07,82.45,5093.39,93.32
601,2025-03-15 16:00:00,B-4991,Commercial,2724.47,High,32.4,55.9,Cloudy,Solar,59.96,91.51,3000.8,93.77
602,2025-01-03 09:00:00,B-7144,Residential,2445.9,Low,26.7,48.5,Sunny,Solar,88.09,32.52,3661.97,70.88
603,2025-01-16 12:00:00,B-9573,Residential,81.58,High,34.6,87.9,Rainy,Mixed,62.3,72.84,3353.75,86.84
604,2025-03-04 12:00:00,B-2492,Educational,4036.88,Medium,34.1,54.0,Cloudy,Generator,118.58,0.0,6004.55,99.61
605,2025-06-11 23:00:00,B-5828,Educational,177.56,High,28.3,69.6,Windy,Mixed,104.77,12.04,8123.99,67.25
606,2025-06-13 19:00:00,B-9036,Educational,3132.63,Medium,21.8,48.4,Rainy,Generator,84.24,0.0,4775.37,66.41
607,2025-05-20 22:00:00,B-3567,Industrial,896.14,High,25.1,75.4,Rainy,Generator,135.2,0.0,5862.96,75.72
608,2025-06-13 04:00:00,B-9941,Industrial,546.22,High,18.3,69.7,Sunny,Generator,92.36,0.0,4296.66,69.35
609,2025-05-24 00:00:00,B-6172,Residential,167.35,High,32.2,88.5,Windy,Generator,24.64,0.0,1213.74,94.74
610,2025-01-10 19:00:00,B-9367,Commercial,4636.0,Medium,25.1,33.0,Sunny,Generator,10.71,0.0,674.28,75.72
611,2025-03-09 16:00:00,B-5297,Residential,191.83,Low,27.9,30.7,Windy,Solar,119.17,30.64,4958.7,83.53
612,2025-03-06 18:00:00,B-2441,Commercial,2018.54,High,34.6,62.7,Windy,Mixed,44.91,70.94,2284.11,96.17
613,2025-04-12 10:00:00,B-8262,Commercial,1904.87,Medium,27.3,33.0,Cloudy,Mixed,66.79,83.24,4823.97,68.97
614,2025-05-25 18:00:00,B-2666,Residential,1169.09,High,31.9,85.8,Windy,Grid,18.83,0.0,1092.18,73.5
615,2025-04-12 19:00:00,B-2587,Educational,4359.91,High,19.4,42.7,Rainy,Solar,114.11,5.13,6812.53,77.68
616,2025-05-11 01:00:00,B-4543,Industrial,1705.29,Medium,24.7,61.8,Sunny,Grid,28.4,0.0,1785.79,92.22
617,2025-06-18 00:00:00,B-6755,Educational,3812.8,Low,20.6,39.0,Cloudy,Generator,43.89,0.0,2389.5,76.34
618,2025-03-02 07:00:00,B-9167,Residential,3414.5,Low,19.0,32.1,Rainy,Mixed,61.83,69.72,2951.6,85.66
619,2025-06-18 17:00:00,B-5795,Industrial,1336.15,High,33.1,83.7,Cloudy,Grid,48.11,0.0,2367.0,76.45
620,2025-03-25 16:00:00,B-2206,Commercial,1240.63,Low,29.4,79.6,Rainy,Generator,102.6,0.0,7487.13,75.88
621,2025-01-28 12:00:00,B-9426,Residential,823.77,Medium,30.5,51.6,Sunny,Grid,102.33,0.0,5201.0,63.25
622,2025-05-07 19:00:00,B-6247,Residential,4963.28,High,20.7,89.3,Rainy,Mixed,146.71,79.38,9738.16,83.11
623,2025-01-05 17:00:00,B-6262,Industrial,4337.2,Medium,22.9,58.1,Sunny,Solar,94.81,41.12,5413.6,73.21
624,2025-06-07 00:00:00,B-6078,Commercial,2842.95,High,32.5,42.1,Sunny,Mixed,140.49,68.91,10246.07,82.25
625,2025-03-18 10:00:00,B-9616,Commercial,3908.61,High,18.3,79.1,Cloudy,Solar,10.82,88.99,862.12,71.76
